ResourceID,WKT
"024c7943-a184-401d-9a2b-c59fda65a23f","POLYGON((-0.538056 53.237527,-0.538052 53.2375,-0.538032 53.237428,-0.537896 53.237469,-0.537806 53.237489,-0.537492 53.23754,-0.537266 53.237562,-0.536978 53.237566,-0.536705 53.237567,-0.536306 53.237564,-0.536096 53.237555,-0.535758 53.237545,-0.535659 53.237539,-0.535441 53.237513,-0.53523 53.237464,-0.535065 53.237405,-0.534917 53.237319,-0.534808 53.237234,-0.534707 53.237131,-0.53461 53.237006,-0.534438 53.23675,-0.534352 53.236596,-0.534305 53.236494,-0.534191 53.236306,-0.534032 53.235999,-0.53387 53.235648,-0.53383 53.23555,-0.533787 53.235324,-0.533647 53.235326,-0.533711 53.235524,-0.533765 53.235673,-0.533852 53.235881,-0.533976 53.236146,-0.53405 53.236346,-0.534261 53.23678,-0.534361 53.236963,-0.534568 53.2372,-0.53473 53.237361,-0.534809 53.237454,-0.53485 53.237507,-0.534912 53.23753,-0.53502 53.237572,-0.535093 53.237592,-0.53532 53.237643,-0.535435 53.237645,-0.536047 53.23767,-0.536373 53.237674,-0.536765 53.237683,-0.53718 53.237674,-0.537548 53.23761,-0.537815 53.23757,-0.538056 53.237527))"
"03d19bca-fcbc-48d3-adb0-0ed2ac1ce4ad","POLYGON((-0.541399 53.230508,-0.543546 53.230828,-0.543584 53.230747,-0.541383 53.23041,-0.540116 53.230174,-0.540101 53.230255,-0.541399 53.230508))"
"03d19bca-fcbc-48d3-adb0-0ed2ac1ce4ad","POLYGON((-0.542736 53.229528,-0.542591 53.229499,-0.542478 53.229837,-0.542706 53.229917,-0.542869 53.229988,-0.542885 53.230003,-0.542889 53.230075,-0.542864 53.230225,-0.542808 53.230366,-0.542723 53.230532,-0.542709 53.230547,-0.542668 53.23057,-0.542625 53.230588,-0.542591 53.230595,-0.54278 53.230624,-0.542903 53.230425,-0.542933 53.230342,-0.542954 53.230298,-0.542995 53.230129,-0.543012 53.230023,-0.542995 53.229958,-0.542914 53.229903,-0.542795 53.229845,-0.5427 53.229794,-0.542678 53.229771,-0.542653 53.229732,-0.542736 53.229528))"
"05005704-4fb8-4d23-94df-7e0a49a3d33b","MULTIPOLYGON(((-0.53826 53.237219,-0.538262 53.23722,-0.538260159119022 53.2372199203943,-0.53826 53.237219)),((-0.538260159119022 53.2372199203943,-0.538311 53.237514,-0.538379 53.237845,-0.538295 53.240301,-0.538091 53.242604,-0.538065 53.243381,-0.538102 53.244197,-0.537788 53.244219,-0.537752 53.243303,-0.537934 53.241098,-0.538134 53.23892,-0.538135 53.23887,-0.538098 53.237477,-0.538077 53.237212,-0.538260159119022 53.2372199203943)))"
"05b0d7da-7500-40c8-9901-04e703727963","POLYGON((-0.53894 53.229117,-0.538896 53.229112,-0.538307 53.230807,-0.538405 53.230817,-0.538971 53.22912,-0.53894 53.229117))"
"05e688e1-6ac1-4ea5-bdb7-bb96c84897ae","POLYGON((-0.538921 53.229101,-0.538908 53.2291,-0.538905 53.229114,-0.538923 53.229114,-0.538927 53.229101,-0.538921 53.229101))"
"05e688e1-6ac1-4ea5-bdb7-bb96c84897ae","POLYGON((-0.53896 53.229121,-0.538963 53.22911,-0.538957 53.22911,-0.538958 53.229106,-0.538955 53.229106,-0.538956 53.229102,-0.538947 53.229101,-0.538942 53.229119,-0.53896 53.229121))"
"05e688e1-6ac1-4ea5-bdb7-bb96c84897ae","POLYGON((-0.538908 53.2291,-0.538927 53.229101,-0.53893 53.229091,-0.538878 53.229085,-0.538878 53.229087,-0.538886 53.229088,-0.538879 53.229126,-0.538892 53.229126,-0.538899 53.229114,-0.538905 53.229114,-0.538908 53.2291))"
"0627e3aa-6187-4d49-a6cc-31a6f8e30e1c","POLYGON((-0.537322 53.242901,-0.538256 53.24291,-0.538518 53.242908,-0.538515 53.242743,-0.538499 53.242498,-0.538512 53.242365,-0.537323 53.242349,-0.537331 53.242701,-0.537323 53.242807,-0.537321 53.242873,-0.537322 53.242901))"
"0631ab88-7444-4fa5-a65a-32af27d4f83d","POLYGON((-0.520695 53.230579,-0.520972 53.229285,-0.518762 53.229137,-0.518518 53.2304,-0.520695 53.230579))"
"0787ba32-a538-45b1-aebe-d4e2e563f3c4","POLYGON((-0.535818 53.233536,-0.535811 53.233714,-0.536698 53.233775,-0.537301 53.233789,-0.537274 53.233523,-0.537299 53.233523,-0.537269 53.233215,-0.537242 53.233215,-0.537209 53.232999,-0.537193 53.232882,-0.537229 53.232871,-0.537211 53.232853,-0.537173 53.232863,-0.537127 53.232872,-0.537121 53.232861,-0.537099 53.232865,-0.537103 53.232873,-0.537001 53.23289,-0.536997 53.232881,-0.536972 53.232885,-0.536975 53.232894,-0.536878 53.23291,-0.536873 53.232901,-0.536847 53.232905,-0.536851 53.232915,-0.536755 53.23293,-0.53675 53.232921,-0.536727 53.232925,-0.536731 53.232935,-0.536662 53.232945,-0.536659 53.232938,-0.536613 53.232946,-0.536604 53.23293,-0.536581 53.232935,-0.536588 53.23295,-0.536518 53.232962,-0.536514 53.232954,-0.536493 53.232957,-0.536496 53.232965,-0.536441 53.232974,-0.536432 53.232958,-0.536407 53.232963,-0.536417 53.232986,-0.535894 53.233071,-0.535886 53.233079,-0.535877 53.233102,-0.535866 53.233145,-0.535893 53.233146,-0.535837 53.233418,-0.535827 53.233421,-0.535826 53.233435,-0.535844 53.233436,-0.535838 53.233537,-0.535818 53.233536))"
"0787ba32-a538-45b1-aebe-d4e2e563f3c4","POLYGON((-0.536501 53.23347,-0.536588 53.233474,-0.536588 53.233496,-0.536598 53.233497,-0.536604 53.233476,-0.536618 53.233476,-0.536618 53.233492,-0.53663 53.233492,-0.536633 53.233465,-0.536659 53.233451,-0.536674 53.233454,-0.536679 53.233446,-0.536664 53.233442,-0.536668 53.233426,-0.53668 53.233422,-0.536671 53.233412,-0.536659 53.233415,-0.536645 53.233408,-0.536655 53.2334,-0.536641 53.233394,-0.536631 53.2334,-0.536619 53.233399,-0.536627 53.233351,-0.536646 53.233352,-0.536648 53.23334,-0.536629 53.233339,-0.536635 53.233297,-0.536643 53.233298,-0.536645 53.23329,-0.536687 53.233291,-0.536687 53.233299,-0.536704 53.2333,-0.536706 53.233277,-0.536638 53.233274,-0.536644 53.233231,-0.536742 53.233233,-0.536744 53.233207,-0.536646 53.233205,-0.536647 53.233171,-0.536657 53.233171,-0.536668 53.233165,-0.536669 53.233156,-0.536651 53.233144,-0.536634 53.233143,-0.536611 53.233153,-0.536574 53.23315,-0.536576 53.233115,-0.536595 53.233116,-0.536595 53.233121,-0.536628 53.233122,-0.53663 53.233107,-0.536619 53.233107,-0.536622 53.233082,-0.53666 53.233084,-0.536664 53.233052,-0.536629 53.233051,-0.536632 53.233015,-0.536672 53.233017,-0.536675 53.232994,-0.536636 53.232993,-0.536637 53.232976,-0.536656 53.232972,-0.536659 53.232938,-0.536613 53.232946,-0.536604 53.23293,-0.536581 53.232935,-0.536588 53.23295,-0.536518 53.232962,-0.536514 53.232954,-0.536493 53.232957,-0.536496 53.232965,-0.536441 53.232974,-0.536432 53.232958,-0.536407 53.232963,-0.53642 53.232993,-0.536414 53.233044,-0.536369 53.233044,-0.536362 53.233107,-0.536438 53.233109,-0.536437 53.233142,-0.536375 53.23314,-0.536377 53.233131,-0.536361 53.233122,-0.536348 53.233123,-0.53633 53.233132,-0.536326 53.233146,-0.536339 53.233155,-0.536351 53.233155,-0.536347 53.233204,-0.536325 53.233204,-0.536323 53.233217,-0.536339 53.233218,-0.536334 53.233265,-0.536304 53.233264,-0.536303 53.233276,-0.536331 53.233277,-0.536329 53.233323,-0.53631 53.233322,-0.536308 53.233333,-0.536326 53.233334,-0.536322 53.233383,-0.536309 53.233383,-0.536308 53.233398,-0.536319 53.233398,-0.536316 53.233412,-0.536212 53.233408,-0.53621 53.233418,-0.536196 53.233418,-0.536191 53.233475,-0.536217 53.233476,-0.53622 53.233482,-0.536306 53.233485,-0.536311 53.23349,-0.53633 53.233491,-0.536349 53.233482,-0.536352 53.233462,-0.536501 53.23347))"
"07f91700-75a0-4095-8fa7-ba0c042b2d7e","POLYGON((-0.533649 53.233876,-0.533506 53.23374,-0.533426 53.233679,-0.533308 53.23374,-0.533323 53.233766,-0.533054 53.233821,-0.532686 53.233766,-0.532661 53.233747,-0.532572 53.233764,-0.532432 53.233648,-0.532357 53.233599,-0.532328 53.233628,-0.532226 53.233713,-0.531966 53.233864,-0.531682 53.234004,-0.531518 53.234081,-0.531238 53.234207,-0.531241 53.23422,-0.531183 53.234228,-0.531175 53.234232,-0.531183 53.234316,-0.532055 53.234493,-0.53208 53.234477,-0.532006 53.234395,-0.532755 53.233999,-0.532812 53.234042,-0.532833 53.234038,-0.532904 53.23402,-0.532937 53.234067,-0.533196 53.233995,-0.533649 53.233876))"
"08317648-fafa-45a3-af4c-15925ccdaf3d","POLYGON((-0.538775 53.233372,-0.538681 53.233426,-0.538667 53.233429,-0.538815 53.233502,-0.538914 53.233344,-0.538976 53.23325,-0.539175 53.233061,-0.539563 53.232706,-0.539719 53.232636,-0.540119 53.232495,-0.540366 53.232401,-0.540317 53.232359,-0.540234 53.232388,-0.539874 53.232527,-0.539515 53.232676,-0.539325 53.232842,-0.539187 53.232974,-0.538918 53.233224,-0.538775 53.233372))"
"08d0ddee-a1b3-4191-8531-f7e2005c1251","POLYGON((-0.528724 53.234342,-0.528877 53.234354,-0.528986 53.234348,-0.529449 53.234314,-0.53035 53.23426,-0.530548 53.234214,-0.530881 53.234141,-0.531086 53.234091,-0.531179 53.234042,-0.531228 53.234,-0.531278 53.233972,-0.53132 53.233938,-0.531332 53.23392,-0.531329 53.2339,-0.53132 53.233883,-0.531289 53.233866,-0.531063 53.233802,-0.530913 53.233737,-0.530829 53.233689,-0.530746 53.233633,-0.530616 53.233571,-0.530488 53.233537,-0.530123 53.233391,-0.529976 53.233392,-0.52979 53.233403,-0.529618 53.233404,-0.529411 53.233418,-0.529225 53.233409,-0.528897 53.233405,-0.52875 53.233413,-0.528592 53.233427,-0.528498 53.233453,-0.528453 53.233478,-0.528342 53.233572,-0.528235 53.233702,-0.528195 53.233872,-0.528246 53.233989,-0.528321 53.234074,-0.528374 53.234168,-0.528452 53.234229,-0.528585 53.234293,-0.528724 53.234342))"
"08f2377b-ee14-4754-b352-4a41c0828c3d","POLYGON((-0.537171 53.237028,-0.537531 53.23706,-0.537881 53.237088,-0.538089 53.237101,-0.53809 53.237084,-0.538094 53.237058,-0.538027 53.237054,-0.537473 53.237015,-0.53716 53.236981,-0.536773 53.236879,-0.536795 53.236848,-0.536591 53.236793,-0.536013 53.236733,-0.535711 53.236698,-0.535622 53.236691,-0.535601 53.236684,-0.535591 53.236678,-0.535579 53.236669,-0.535572 53.236657,-0.535579 53.236529,-0.535562 53.23646,-0.535495 53.236152,-0.535492 53.236121,-0.535519 53.236029,-0.535679 53.235619,-0.535709 53.235519,-0.535721 53.235497,-0.535727 53.235459,-0.535729 53.235411,-0.535714 53.235326,-0.535576 53.235318,-0.53556 53.235377,-0.53555 53.235451,-0.535664 53.235459,-0.535622 53.235591,-0.53547 53.236011,-0.535452 53.236055,-0.53544 53.2361,-0.535437 53.236121,-0.535438 53.236135,-0.535495 53.23652,-0.535502 53.236736,-0.535562 53.236738,-0.536376 53.236814,-0.536446 53.236823,-0.536526 53.236837,-0.536549 53.236844,-0.536624 53.236868,-0.53682 53.236943,-0.536897 53.236968,-0.536951 53.236984,-0.537054 53.237009,-0.537171 53.237028))"
"0902a8b3-1057-4ab6-b380-2b5424d5a377","POLYGON((-0.538064 53.244165,-0.537789 53.244182,-0.537872 53.24546,-0.538034 53.247164,-0.538244 53.249123,-0.538303 53.250839,-0.538601 53.254544,-0.538847 53.254518,-0.538659 53.252344,-0.538497 53.250101,-0.538469 53.24959,-0.538342 53.247975,-0.538211 53.246516,-0.538099 53.245779,-0.538044 53.24507,-0.538041 53.244505,-0.538064 53.244165))"
"09373da2-daf5-4812-81e1-1e1d0fd4b5ba","POLYGON((-0.52384 53.232661,-0.52389 53.232574,-0.522412 53.232577,-0.5202 53.232602,-0.51943 53.232293,-0.518019 53.231953,-0.517212 53.231735,-0.516613 53.231617,-0.515896 53.231583,-0.513767 53.23178,-0.511759 53.232034,-0.510513 53.232178,-0.509914 53.232268,-0.509957 53.23233,-0.512699 53.231997,-0.513355 53.231908,-0.514156 53.231831,-0.514784 53.23178,-0.515232 53.231707,-0.51589 53.231658,-0.516581 53.231715,-0.517995 53.232063,-0.51803 53.232071,-0.519299 53.232385,-0.520234 53.232722,-0.522327 53.23268,-0.523832 53.232675,-0.52384 53.232661))"
"0a302b2b-1020-4f25-8b6b-e55ca31a26ca","POLYGON((-0.537072 53.237126,-0.537093 53.237127,-0.537096 53.237099,-0.537004 53.237094,-0.537 53.237122,-0.537022 53.237123,-0.537024 53.237108,-0.537074 53.237111,-0.537072 53.237126))"
"0aa24998-2881-4432-86fe-8e0293c7f70d","POLYGON((-0.538787 53.233927,-0.538791 53.233929,-0.538936 53.233937,-0.538954 53.233829,-0.538955 53.23382,-0.538807 53.233811,-0.538787 53.233927))"
"0aa24998-2881-4432-86fe-8e0293c7f70d","POLYGON((-0.538654 53.23392,-0.538673 53.233802,-0.538522 53.233791,-0.538504 53.233911,-0.538654 53.23392))"
"0b10b92c-0404-4117-b035-ae588c169749","POLYGON((-0.538329 53.236228,-0.538337 53.236229,-0.538419 53.235731,-0.538408 53.235731,-0.538329 53.236228))"
"0b10b92c-0404-4117-b035-ae588c169749","POLYGON((-0.53822 53.23702,-0.538232 53.237021,-0.53824 53.236979,-0.538229 53.236978,-0.53822 53.23702))"
"0b10b92c-0404-4117-b035-ae588c169749","POLYGON((-0.5385 53.23514,-0.537072 53.235046,-0.537133 53.234737,-0.537117 53.234731,-0.537045 53.235123,-0.537059 53.235124,-0.537071 53.235056,-0.538499 53.235147,-0.538498 53.235152,-0.538513 53.235154,-0.538786 53.233626,-0.538773 53.233625,-0.538602 53.234576,-0.537532 53.23451,-0.537529 53.234521,-0.5386 53.234589,-0.5385 53.23514))"
"0c59e9e0-ac33-48b7-a750-e48e46fa6c60","POLYGON((-0.535167 53.229521,-0.535192 53.229175,-0.534819 53.229125,-0.534617 53.229113,-0.534429 53.229522,-0.535167 53.229521))"
"0dbbdd80-58fd-4f5a-9d07-b388523bac5a","POLYGON((-0.540419 53.231463,-0.540412 53.231463,-0.54041 53.231486,-0.54028 53.231534,-0.540283 53.231537,-0.540341 53.231513,-0.540416 53.231487,-0.540419 53.231463))"
"0ebb5794-280f-4e5e-873e-96c5c8fa74e7","POLYGON((-0.538303 53.236779,-0.539088 53.236811,-0.539092 53.236755,-0.539093 53.236696,-0.539057 53.236695,-0.539001 53.23662,-0.538716 53.236596,-0.538715 53.236638,-0.538517 53.236631,-0.538516 53.236636,-0.53841 53.236633,-0.538408 53.236656,-0.538311 53.236654,-0.538312 53.236679,-0.538303 53.236779))"
"1080dedb-8089-4dee-9ffa-87c5c79ead08","POLYGON((-0.540825 53.227669,-0.540931 53.227455,-0.540457 53.227392,-0.540178 53.227359,-0.540176 53.227343,-0.539488 53.227248,-0.538906 53.227171,-0.538824 53.227433,-0.5398 53.227564,-0.540268 53.227629,-0.540825 53.227669))"
"10912d80-76e6-485b-b955-52f5c3baab80","POLYGON((-0.53857 53.234488,-0.53854 53.23456,-0.538724 53.234572,-0.538789 53.234578,-0.538771 53.234671,-0.538838 53.234675,-0.53883 53.234729,-0.539082 53.234746,-0.539106 53.234635,-0.538881 53.234603,-0.538918 53.234511,-0.53857 53.234488))"
"1143ca81-2715-4b3c-aad1-89a1d650404f","MULTIPOLYGON(((-0.539824 53.230546,-0.539831 53.23045,-0.539613 53.230427,-0.539419 53.230415,-0.539181 53.230409,-0.539054 53.230409,-0.538639 53.230442,-0.538624 53.230442,-0.538385 53.230468,-0.538091 53.23049,-0.537997 53.230499,-0.538004 53.23052,-0.537645 53.230561,-0.537391 53.230594,-0.537083 53.230636,-0.537058 53.230643,-0.536845 53.230676,-0.536429 53.230714,-0.53643 53.230776,-0.536849 53.230746,-0.536995 53.23073,-0.537222 53.230692,-0.537741 53.230635,-0.538535 53.230562,-0.538859 53.230541,-0.539188 53.230523,-0.539427 53.230515,-0.539757 53.230539,-0.539824 53.230546)))"
"1184ec12-e2cb-4daa-8f9f-05a5b9c09976","POLYGON((-0.542946 53.236158,-0.542936 53.236198,-0.543296 53.236203,-0.544025 53.236203,-0.544157 53.236234,-0.544174 53.23618,-0.544059 53.236167,-0.542946 53.236158))"
"11970552-3f89-4451-8f9a-d1ea409a7009","POLYGON((-0.540333 53.229188,-0.540362 53.229192,-0.540386 53.229121,-0.540395 53.229092,-0.539985 53.229048,-0.53935 53.228985,-0.539289 53.228977,-0.539295 53.228977,-0.538097 53.228867,-0.538078 53.228866,-0.537974 53.228851,-0.537729 53.22884,-0.537601 53.228828,-0.537338 53.22881,-0.53725 53.228812,-0.537179 53.228811,-0.537249 53.228978,-0.537384 53.22899,-0.53768 53.229027,-0.537927 53.228979,-0.538685 53.229046,-0.538808 53.229058,-0.538869 53.229061,-0.538968 53.229071,-0.539089 53.229078,-0.539168 53.22909,-0.53933 53.229104,-0.539637 53.229124,-0.539823 53.229142,-0.53992 53.229147,-0.540021 53.229159,-0.540091 53.229163,-0.540333 53.229188))"
"1199f4ab-6b88-42e9-9ab3-df62d8f0b3b7","POLYGON((-0.535378 53.233577,-0.53535 53.233513,-0.535136 53.23354,-0.535158 53.233604,-0.535378 53.233577))"
"11afc232-d102-4257-b065-5bf23d557a73","POLYGON((-0.545602 53.216742,-0.545608 53.216742,-0.545743 53.216243,-0.545533 53.216234,-0.545534 53.216233,-0.544981 53.216215,-0.544963 53.21661,-0.545199 53.216686,-0.545241 53.216698,-0.545314 53.216714,-0.545602 53.216742))"
"11f84a27-0e64-4768-9e2c-b9f69ef351f5","POLYGON((-0.578226 53.247827,-0.578165 53.247682,-0.57759 53.247766,-0.57764 53.247892,-0.578226 53.247827))"
"123c014b-0536-40a5-8e48-36c32e9a4091","POLYGON((-0.541988 53.230585,-0.542006 53.230669,-0.542087 53.231225,-0.54212 53.231568,-0.542124 53.23169,-0.542147 53.232083,-0.542168 53.232304,-0.542168 53.232346,-0.542091 53.232804,-0.54209 53.232822,-0.542077 53.232847,-0.542064 53.23286,-0.542003 53.232887,-0.541645 53.232917,-0.541585 53.232912,-0.541383 53.232885,-0.541101 53.232844,-0.540988 53.232843,-0.540977 53.232915,-0.54092 53.233113,-0.54081 53.233119,-0.540578 53.233129,-0.540548 53.233139,-0.540482 53.233163,-0.540442 53.23318,-0.540266 53.233298,-0.54015 53.233373,-0.539978 53.233444,-0.539859 53.233458,-0.539377 53.233404,-0.5389 53.233357,-0.538885 53.233386,-0.539276 53.23342,-0.539853 53.233481,-0.539995 53.233463,-0.54017 53.233393,-0.54047 53.233202,-0.540595 53.233157,-0.540658 53.233158,-0.540741 53.233157,-0.540953 53.233147,-0.540965 53.233121,-0.54102 53.232897,-0.541089 53.232907,-0.541236 53.232922,-0.541446 53.232953,-0.541576 53.232967,-0.541658 53.232963,-0.542083 53.232902,-0.542127 53.232888,-0.542147 53.232871,-0.54216 53.232849,-0.542172 53.23281,-0.542249 53.232527,-0.542271 53.232405,-0.542275 53.232269,-0.542263 53.232084,-0.542253 53.231965,-0.542207 53.231188,-0.542155 53.230825,-0.542134 53.23061,-0.541988 53.230585))"
